,Style,Extwall,FinishedSqft,Lotsize,Bdrms,Baths_total,Sale_year,Sale_month,Sale_price
4190,Ranch,Asphalt/Other,864,5000,3,1,2020,6,80000
4191,Ranch,Asphalt/Other,864,5000,3,1,2020,9,80000
4195,Ranch,Aluminum/Vinyl,864,4960,3,1,2021,4,150000
4197,Ranch,Aluminum / Vinyl,864,4960,3,1,2015,9,90000
4198,Ranch,Aluminum/Vinyl,864,4920,3,1,2023,3,147000
4199,Ranch,Aluminum/Vinyl,864,4920,3,1,2021,11,104000
4200,Ranch,Aluminum/Vinyl,864,4920,3,1,2020,12,116500
4202,Ranch,Aluminum / Vinyl,864,4920,3,1,2018,7,82900
4203,Ranch,Asphalt/Other,864,4880,3,1,2023,3,115000
4204,Ranch,Aluminum/Vinyl,864,4840,3,1,2023,3,149900
4205,Ranch,Aluminum/Vinyl,864,4800,3,1,2023,1,107000
4206,Ranch,Aluminum/Vinyl,864,4800,3,1,2023,5,179900
4208,Ranch,Aluminum/Vinyl,864,4800,3,1,2020,1,109000
4209,Ranch,Brick,864,4800,3,2,2020,12,181000
4213,Ranch,Aluminum / Vinyl,864,4800,3,1,2017,5,133000
4214,Ranch,Brick,864,4800,3,2,2018,3,125000
4217,Ranch,Aluminum/Vinyl,864,4620,3,1,2021,3,154900
4218,Ranch,Brick,864,4320,2,1,2020,6,125800
4219,Ranch,Brick,864,4320,2,2,2020,10,255000
4220,Res O/S 1 Story,Aluminum/Vinyl,864,4200,2,1,2023,8,185000
4223,Ranch,Aluminum / Vinyl,864,4200,3,1,2015,11,87000
4224,Ranch,Aluminum / Vinyl,864,4200,3,2,2016,11,124500
4226,Ranch,Aluminum / Vinyl,864,4165,3,1,2015,10,90000
4228,Ranch,Aluminum / Vinyl,864,3600,3,1,2018,1,162500
4229,Ranch,Aluminum/Vinyl,864,1,3,1,2021,9,175000
4232,Cape Cod,Aluminum/Vinyl,865,5120,2,2,2020,4,152000
4234,Ranch,Aluminum/Vinyl,865,4880,2,2,2022,9,235000
4236,Ranch,Aluminum / Vinyl,865,4880,2,2,2017,3,115000
4237,Cape Cod,Aluminum/Vinyl,866,6885,2,1,2022,8,134000
4238,Cape Cod,Aluminum/Vinyl,866,6650,3,1,2023,5,213000
4240,Ranch,Frame,866,6625,3,1,2017,1,124000
4242,Cape Cod,Aluminum/Vinyl,866,4920,2,2,2021,10,84900
4243,Res O/S A & 1/2,Aluminum/Vinyl,866,4900,2,1,2021,11,170000
4244,Ranch,Aluminum/Vinyl,866,4880,2,1,2021,12,166000
4245,Ranch,Aluminum / Vinyl,866,4880,2,1,2017,7,140000
4251,Ranch,Aluminum/Vinyl,867,8040,3,1,2020,7,167000
4252,Ranch,Aluminum/Vinyl,867,7200,3,1,2021,10,174172
4253,Ranch,Aluminum / Vinyl,867,7200,3,1,2017,11,101500
4254,Ranch,Prem Wood,867,7192,3,1,2020,11,161000
4255,Ranch,Aluminum/Vinyl,867,7102,3,1,2022,12,190000
4257,Ranch,Aluminum / Vinyl,867,5500,3,1,2015,6,112000
4258,Ranch,Aluminum / Vinyl,867,4800,3,1,2014,10,98000
4259,Cape Cod,Brick,867,4773,2,1,2020,8,103000
4260,Residence O/S,Frame,867,2329,2,1,2015,11,141000
4263,Ranch,Aluminum/Vinyl,868,5640,2,1,2022,3,169000
4264,Cape Cod,Aluminum/Vinyl,868,5200,2,1,2022,8,140000
4265,Residence O/S,Aluminum / Vinyl,868,3600,2,1,2013,9,110000
4266,Cottage,Aluminum/Vinyl,868,3450,2,2,2019,1,153000
4267,Cottage,Aluminum/Vinyl,868,1560,3,1,2023,7,99000
4268,Ranch,Brick,869,7800,2,1,2016,7,129900
4269,Ranch,Brick,869,7800,2,1,2018,3,142400
4270,Ranch,Brick,869,7644,2,1,2018,6,138500
4273,Ranch,Brick,869,6240,2,1,2014,5,107900
4274,Ranch,Brick,869,6000,2,1,2021,4,185000
4279,Ranch,Brick,869,6000,2,1,2018,3,117000
4280,Ranch,Brick,869,6000,2,1,2018,4,105000
4281,Ranch,Aluminum / Vinyl,869,5500,3,1,2013,6,114900
4283,Ranch,Aluminum / Vinyl,869,5500,3,1,2015,11,120000
4284,Residence O/S,Aluminum / Vinyl,869,4680,2,1,2013,6,94900
4285,Ranch,Aluminum / Vinyl,870,9840,2,1,2017,3,103000
4287,Ranch,Aluminum/Vinyl,870,7980,3,1,2021,3,180000
4288,Ranch,Aluminum / Vinyl,870,7980,3,1,2017,3,137500
4289,Res O/S A & 1/2,Aluminum/Vinyl,870,7000,2,1,2023,2,168000
4290,Ranch,Aluminum / Vinyl,870,6816,3,2,2017,7,150000
4292,Ranch,Aluminum / Vinyl,870,6800,2,1,2014,6,110000
4293,Cape Cod,Aluminum/Vinyl,870,6600,3,1,2022,10,94900
4295,Ranch,Aluminum / Vinyl,870,5510,3,1,2018,1,139900
4296,Ranch,Aluminum/Vinyl,870,5440,3,2,2020,9,148000
4299,Ranch,Brick,870,5040,2,1,2023,5,250000
4300,Ranch,Brick,870,5040,2,1,2020,10,187000
4301,Ranch,Brick,870,5040,2,1,2014,4,121000
4303,Ranch,Aluminum / Vinyl,870,5017,2,1,2017,9,83000
4310,Residence O/S,Aluminum / Vinyl,870,3300,3,1,2018,11,85000
4311,Res O/S A & 1/2,Asphalt/Other,870,1800,3,1,2023,12,87000
4313,Res O/S A & 1/2,Aluminum/Vinyl,870,1260,2,1,2021,3,180000
4314,Ranch,Aluminum / Vinyl,871,10450,2,1,2015,8,148500
4315,Ranch,Aluminum/Vinyl,871,8500,2,1,2023,8,160000
4316,Ranch,Brick,871,7420,2,1,2022,6,198000
4318,Ranch,Brick,871,7420,2,1,2018,4,140000
4322,Ranch,Brick,871,7280,2,1,2020,4,153000
4323,Ranch,Aluminum/Vinyl,871,6500,2,1,2022,8,124900
4325,Cape Cod,Brick,871,5280,2,1,2013,8,97000
4326,Ranch,Brick,871,4879,4,1,2022,3,185500
4329,Cottage,Aluminum/Vinyl,871,3600,3,1,2023,3,88000
4331,Ranch,Aluminum/Vinyl,872,7200,3,2,2021,10,200000
4332,Ranch,Aluminum / Vinyl,872,7200,3,2,2014,10,115000
4334,Ranch,Aluminum/Vinyl,872,7192,3,1,2022,8,210000
4335,Ranch,Aluminum/Vinyl,872,7192,3,1,2020,8,160000
4336,Ranch,Aluminum/Vinyl,872,6696,3,1,2022,5,215000
4337,Ranch,Aluminum / Vinyl,872,6696,3,1,2017,5,131000
4339,Ranch,Wood,872,5120,3,1,2022,11,93000
4341,Ranch,Aluminum/Vinyl,872,4800,3,2,2020,12,148500
4342,Ranch,Aluminum/Vinyl,872,4800,3,2,2020,9,159000
4343,Ranch,Asphalt/Other,872,4800,3,1,2020,12,100000
4344,Ranch,Aluminum/Vinyl,872,4800,2,1,2020,9,158200
4345,Ranch,Frame,872,4800,3,1,2016,5,115000
4346,Ranch,Aluminum / Vinyl,872,4800,3,2,2016,11,112500
4347,Ranch,Frame,872,4800,3,2,2016,12,105000
4349,Ranch,Aluminum / Vinyl,872,4800,3,1,2018,11,101000
4354,Res O/S A & 1/2,Aluminum/Vinyl,872,3600,3,2,2021,1,113700
4356,Ranch,Aluminum/Vinyl,873,10720,3,1,2020,11,98000
4357,Ranch,Aluminum/Vinyl,873,6000,5,2,2022,3,178000
4358,Ranch,Frame,873,5120,2,2,2018,6,125500
4363,Res O/S A & 1/2,Aluminum/Vinyl,873,3600,2,1,2023,10,217000
4365,Ranch,Aluminum / Vinyl,874,8772,2,1,2016,1,114900
4366,Ranch,Aluminum/Vinyl,874,7704,2,2,2021,3,122000
4367,Ranch,Brick,874,7320,2,1,2017,6,149000
4369,Ranch,Asphalt/Other,874,7200,3,1,2020,3,100000
4372,Ranch,Aluminum/Vinyl,874,6800,3,2,2023,5,240000
4373,Ranch,Aluminum / Vinyl,874,6800,3,2,2016,11,138625
4375,Ranch,Aluminum/Vinyl,874,6750,3,1,2020,6,165000
4376,Ranch,Aluminum / Vinyl,874,6750,3,1,2018,4,132000
4377,Ranch,Aluminum / Vinyl,874,6750,3,1,2018,12,114000
4378,Ranch,Aluminum / Vinyl,874,6615,3,1,2017,5,119900
4381,Ranch,Aluminum/Vinyl,874,6000,3,2,2022,9,195000
4382,Ranch,Aluminum/Vinyl,874,6000,3,1,2021,8,109900
4386,Ranch,Aluminum/Vinyl,874,6000,3,2,2021,11,171900
4387,Ranch,Aluminum/Vinyl,874,6000,3,1,2020,6,113900
4388,Ranch,Aluminum / Vinyl,874,6000,3,2,2018,5,135000
4389,Ranch,Aluminum/Vinyl,874,5850,2,1,2020,8,140000
4390,Ranch,Aluminum / Vinyl,874,5850,2,1,2017,9,84900
4391,Ranch,Aluminum/Vinyl,874,5640,2,1,2020,7,108500
4392,Ranch,Aluminum / Vinyl,874,5640,2,1,2018,4,86400
4393,Ranch,Aluminum/Vinyl,874,5400,3,1,2022,6,192000
4395,Ranch,Aluminum / Vinyl,874,4900,3,2,2016,6,118000
4396,Ranch,Aluminum / Vinyl,874,3900,2,2,2018,3,137400
4397,Ranch,Brick,874,3660,2,2,2020,12,150000
4398,Ranch,Brick,874,3660,2,2,2018,5,118500
4401,Ranch,Aluminum / Vinyl,875,9000,2,2,2016,3,103000
4403,Ranch,Aluminum/Vinyl,875,7280,3,2,2021,7,105000
4409,Ranch,Brick,875,5936,3,2,2022,6,99000
4410,Ranch,Brick,875,5936,3,2,2022,8,124000
4411,Ranch,Brick,875,5936,3,2,2017,9,94000
4412,Cape Cod,Aluminum/Vinyl,875,5670,2,1,2022,11,205000
4413,Cape Cod,Aluminum/Vinyl,875,5400,3,1,2021,10,82500
4416,Res O/S A & 1/2,Aluminum/Vinyl,875,4026,2,1,2020,4,130000
4417,Ranch,Aluminum / Vinyl,875,3750,2,1,2016,6,96000
4421,Cape Cod,Aluminum/Vinyl,876,10800,2,1,2022,6,210000
4422,Ranch,Aluminum / Vinyl,876,8640,3,1,2014,8,105000
4423,Ranch,Aluminum/Vinyl,876,8385,3,1,2022,8,162000
4424,Ranch,Aluminum/Vinyl,876,8208,3,1,2023,11,200000
4425,Ranch,Aluminum/Vinyl,876,8155,3,1,2021,8,168000
4427,Ranch,Aluminum / Vinyl,876,8053,3,1,2018,5,141750
4428,Ranch,Asphalt/Other,876,7808,3,1,2020,4,190000
4429,Ranch,Frame,876,7808,3,1,2016,12,125000
4430,Ranch,Aluminum/Vinyl,876,7750,3,1,2021,7,230000
4432,Ranch,Frame,876,7750,3,2,2018,5,119000
4433,Ranch,Aluminum/Vinyl,876,7560,3,1,2023,7,235900
4434,Ranch,Aluminum/Vinyl,876,7360,3,1,2021,3,148000
4436,Ranch,Asphalt/Other,876,7344,3,1,2020,7,101000
4438,Ranch,Wood,876,7316,3,1,2021,6,180000
4441,Ranch,Aluminum / Vinyl,876,7230,3,1,2018,5,84000
4442,Ranch,Aluminum/Vinyl,876,7200,3,1,2020,9,170000
4443,Ranch,Aluminum/Vinyl,876,7164,3,2,2022,5,272000
4444,Ranch,Aluminum/Vinyl,876,7164,3,1,2021,6,163000
4445,Ranch,Aluminum / Vinyl,876,7164,3,1,2016,11,153000
4446,Ranch,Aluminum / Vinyl,876,7080,3,2,2018,9,180000
4447,Ranch,Aluminum / Vinyl,876,6900,3,1,2016,9,117000
4448,Ranch,Asphalt/Other,876,6720,3,1,2021,1,134000
4449,Ranch,Aluminum/Vinyl,876,6720,3,1,2021,6,215000
4450,Ranch,Aluminum/Vinyl,876,6615,3,2,2022,8,260000
4452,Ranch,Aluminum / Vinyl,876,6600,3,1,2016,11,123900
4454,Ranch,Frame,876,6600,3,1,2018,4,127000
4455,Ranch,Aluminum/Vinyl,876,6384,3,1,2023,8,150000
4456,Ranch,Aluminum/Vinyl,876,6360,3,1,2021,11,205000
4457,Ranch,Aluminum / Vinyl,876,6360,3,1,2014,10,110000
4458,Ranch,Aluminum/Vinyl,876,6350,2,2,2021,5,200000
4459,Ranch,Aluminum / Vinyl,876,6350,2,2,2014,2,124000
4460,Ranch,Aluminum/Vinyl,876,6300,3,2,2023,8,260000
4461,Ranch,Aluminum/Vinyl,876,6300,3,2,2022,8,240000
4462,Ranch,Aluminum/Vinyl,876,6300,3,1,2021,2,175000
4463,Ranch,Aluminum / Vinyl,876,6300,3,1,2013,10,82900
4464,Ranch,Aluminum / Vinyl,876,6300,3,1,2015,5,129900
4465,Ranch,Aluminum / Vinyl,876,6300,3,1,2018,7,134900
4466,Ranch,Stucco,876,6273,3,1,2018,6,149500
4469,Ranch,Asphalt/Other,876,6250,3,1,2023,3,231900
4470,Ranch,Asphalt/Other,876,6250,3,1,2022,6,119900
4471,Ranch,Aluminum/Vinyl,876,6250,3,2,2020,8,212500
4472,Ranch,Aluminum / Vinyl,876,6240,3,1,2018,5,119500
4475,Ranch,Aluminum / Vinyl,876,6240,3,2,2018,6,155000
4476,Ranch,Frame,876,6240,3,1,2018,8,125000
4477,Ranch,Asphalt/Other,876,6120,3,1,2022,10,221000
4478,Ranch,Aluminum / Vinyl,876,6120,3,2,2016,5,139900
4480,Ranch,Aluminum/Vinyl,876,6097,3,1,2022,7,205000
4482,Ranch,Aluminum/Vinyl,876,6050,2,2,2019,2,115000
4485,Ranch,Asphalt/Other,876,6000,3,1,2020,3,148000
4487,Ranch,Aluminum/Vinyl,876,6000,3,1,2020,3,167900
4490,Ranch,Aluminum/Vinyl,876,5985,3,1,2023,5,247600
4491,Ranch,Aluminum/Vinyl,876,5985,3,1,2021,11,209000
4492,Ranch,Aluminum / Vinyl,876,5985,3,2,2014,6,128000
4493,Ranch,Frame,876,5985,3,2,2014,9,116000
4494,Ranch,Aluminum / Vinyl,876,5985,3,2,2016,3,125000
4495,Ranch,Aluminum / Vinyl,876,5985,3,2,2016,4,130000
4496,Ranch,Aluminum / Vinyl,876,5985,3,1,2016,8,110000
4497,Ranch,Aluminum / Vinyl,876,5985,3,1,2017,6,146900
4498,Ranch,Aluminum/Vinyl,876,5880,3,1,2020,1,134000
4500,Ranch,Aluminum / Vinyl,876,5700,3,1,2018,11,135000
4502,Ranch,Aluminum/Vinyl,876,5684,3,1,2020,3,145000
4503,Ranch,Aluminum / Vinyl,876,5684,3,1,2014,4,127000
4504,Ranch,Aluminum / Vinyl,876,5684,3,1,2017,4,129900
4505,Ranch,Aluminum / Vinyl,876,5684,3,1,2017,6,118000
4506,Ranch,Aluminum/Vinyl,876,5664,3,2,2019,7,147500
4507,Ranch,Aluminum/Vinyl,876,5610,3,1,2022,3,224000
4508,Ranch,Aluminum/Vinyl,876,5610,3,1,2020,5,182500
4509,Ranch,Aluminum/Vinyl,876,5580,4,2,2022,3,186000
4510,Ranch,Aluminum/Vinyl,876,5550,3,1,2022,8,229000
4511,Ranch,Brick,876,5550,2,2,2020,5,144000
4512,Ranch,Brick,876,5550,2,2,2020,6,150000
4515,Ranch,Brick,876,5550,2,2,2016,1,129900
4517,Ranch,Aluminum/Vinyl,876,5500,3,1,2023,6,256500
4522,Ranch,Aluminum/Vinyl,876,4995,2,1,2023,12,119000
4523,Ranch,Aluminum / Vinyl,876,4968,3,1,2018,5,129900
4525,Cape Cod,Brick,876,4800,2,1,2014,11,128000
4527,Ranch,Aluminum/Vinyl,877,9152,3,1,2020,10,130000
4528,Ranch,Aluminum / Vinyl,877,9152,3,1,2018,6,104000
4529,Ranch,Brick,877,7800,2,2,2021,11,160000
4530,Ranch,Aluminum/Vinyl,877,7560,2,2,2021,5,135000
4531,Ranch,Aluminum / Vinyl,877,7560,2,2,2018,5,93800
4532,Ranch,Asphalt/Other,877,7245,3,1,2023,7,150000
4533,Ranch,Aluminum/Vinyl,877,7245,3,1,2023,5,178000
4534,Ranch,Aluminum/Vinyl,877,7245,3,1,2022,8,95000
4535,Ranch,Aluminum/Vinyl,877,7245,3,1,2021,11,155000
4537,Ranch,Brick,877,6840,3,2,2017,1,110000
4538,Ranch,Aluminum/Vinyl,877,6750,3,1,2023,6,216000
4539,Ranch,Aluminum / Vinyl,877,6750,3,2,2016,4,97500
4540,Ranch,Aluminum/Vinyl,877,6450,3,1,2020,5,158000
4542,Ranch,Aluminum / Vinyl,877,6450,3,1,2013,6,110000
4544,Cape Cod,Brick,877,5670,2,2,2017,10,151500
4547,Ranch,Brick,877,4920,2,1,2022,9,99900
4548,Ranch,Aluminum/Vinyl,877,4800,2,1,2023,1,125000
4550,Ranch,Aluminum/Vinyl,877,2730,2,1,2022,10,255000
4551,Ranch,Aluminum / Vinyl,877,2730,2,1,2015,4,135000
4552,Ranch,Aluminum / Vinyl,877,2730,2,1,2017,12,158000
4554,Cape Cod,Brick,878,5883,2,1,2022,8,218000
4556,Ranch,Brick,878,5880,2,1,2016,8,125300
4558,Cape Cod,Brick,878,5250,2,2,2014,8,104000
4559,Cape Cod,Aluminum / Vinyl,878,5160,3,1,2015,9,84000
4560,Ranch,Brick,878,4920,2,1,2022,10,179100
4561,Cape Cod,Aluminum/Vinyl,878,4880,3,1,2020,3,128000
4565,Cottage,Aluminum/Vinyl,878,4800,3,1,2020,4,99900
4567,Cape Cod,Aluminum / Vinyl,878,4800,3,1,2017,11,82707
4569,Cottage,Aluminum / Vinyl,878,4620,2,1,2015,11,138000
4571,Ranch,Aluminum/Vinyl,878,3600,2,2,2020,9,117500
4572,Cottage,Aluminum/Vinyl,878,3000,2,1,2022,6,80000
4573,Ranch,Aluminum/Vinyl,879,13068,3,2,2019,9,160000
4574,Ranch,Aluminum / Vinyl,879,10570,3,2,2015,1,115000
4575,Ranch,Aluminum/Vinyl,879,10004,3,2,2019,7,156000
4576,Ranch,Stucco,879,9960,3,2,2017,5,137500
4577,Ranch,Aluminum / Vinyl,879,9709,3,2,2017,9,139900
4578,Ranch,Aluminum / Vinyl,879,9600,3,2,2015,12,129900
4580,Ranch,Aluminum/Vinyl,879,9536,3,2,2020,12,180000
4581,Ranch,Aluminum / Vinyl,879,9536,3,2,2018,7,158000
4582,Ranch,Aluminum / Vinyl,879,9240,3,2,2015,4,103500
4583,Ranch,Aluminum / Vinyl,879,8700,2,2,2017,6,143525
4584,Ranch,Aluminum / Vinyl,879,8576,3,2,2017,3,107000
4586,Ranch,Aluminum / Vinyl,879,8550,3,2,2018,3,157000
4588,Ranch,Aluminum/Vinyl,879,8235,3,2,2021,3,163000
4589,Ranch,Aluminum / Vinyl,879,8128,3,2,2018,10,144000
4590,Ranch,Aluminum/Vinyl,879,8040,3,2,2023,1,221000
4591,Ranch,Aluminum/Vinyl,879,8040,3,2,2019,11,170000
4592,Ranch,Asphalt/Other,879,7964,3,1,2022,8,157000
4594,Ranch,Aluminum / Vinyl,879,7800,3,2,2017,3,124000
4595,Ranch,Aluminum / Vinyl,879,7700,3,2,2014,6,98500
4596,Ranch,Aluminum/Vinyl,879,7680,3,2,2023,7,250000
4597,Ranch,Aluminum/Vinyl,879,7680,3,3,2023,6,226000
4605,Ranch,Aluminum/Vinyl,879,7560,3,2,2023,9,215000
4606,Ranch,Aluminum / Vinyl,879,7560,3,2,2016,7,131000
4608,Ranch,Aluminum / Vinyl,879,7560,3,2,2017,10,149900
4609,Ranch,Aluminum/Vinyl,879,7503,3,2,2022,7,235000
4610,Ranch,Aluminum / Vinyl,879,7503,3,2,2013,10,103000
4611,Ranch,Aluminum / Vinyl,879,7493,3,2,2013,5,110000
4612,Ranch,Aluminum/Vinyl,879,7488,3,2,2022,10,179000
4613,Ranch,Frame,879,7440,3,2,2015,2,101900
4614,Ranch,Aluminum / Vinyl,879,7440,3,2,2018,8,170000
4616,Ranch,Asphalt/Other,879,7344,3,1,2022,12,175000
4617,Ranch,Aluminum/Vinyl,879,7320,3,2,2020,6,168000
4619,Ranch,Asphalt/Other,879,7245,3,2,2021,5,190000
4622,Ranch,Aluminum/Vinyl,879,7200,3,1,2021,8,109000
4623,Ranch,Aluminum/Vinyl,879,7200,3,1,2020,11,160000
4624,Ranch,Aluminum/Vinyl,879,7200,3,2,2020,6,162000
4627,Ranch,Aluminum / Vinyl,879,7200,3,2,2016,8,165000
4629,Ranch,Aluminum / Vinyl,879,7200,3,2,2017,10,137900
4630,Ranch,Aluminum / Vinyl,879,7200,3,2,2018,5,150000
4631,Ranch,Aluminum/Vinyl,879,7128,3,1,2020,7,107300
4633,Ranch,Aluminum/Vinyl,879,7020,3,2,2023,9,200000
4635,Ranch,Aluminum/Vinyl,879,6970,3,2,2019,12,147000
4636,Ranch,Aluminum/Vinyl,879,6960,3,2,2019,10,145000
4637,Ranch,Aluminum / Vinyl,879,6960,3,2,2017,6,138000
4639,Ranch,Aluminum / Vinyl,879,6900,3,2,2015,5,107000
4640,Ranch,Aluminum / Vinyl,879,6875,3,1,2018,11,94000
4645,Ranch,Aluminum/Vinyl,879,6700,3,1,2021,9,92000
4646,Ranch,Aluminum/Vinyl,879,6615,3,1,2023,3,215000
4648,Ranch,Wood,879,6489,3,2,2022,10,185000
4650,Ranch,Aluminum/Vinyl,879,6405,3,2,2020,12,145000
4652,Ranch,Aluminum / Vinyl,879,6400,4,2,2016,8,129000
4653,Ranch,Aluminum/Vinyl,879,6370,3,1,2023,9,105000
4656,Ranch,Aluminum/Vinyl,879,6264,3,2,2019,1,132000
4657,Ranch,Aluminum / Vinyl,879,6264,3,2,2014,6,96500
4658,Ranch,Aluminum/Vinyl,879,6120,3,2,2020,7,145000
4659,Cape Cod,Aluminum/Vinyl,879,5923,3,1,2023,7,165000
4661,Ranch,Aluminum/Vinyl,879,5160,2,1,2022,10,137000
4663,Cape Cod,Aluminum / Vinyl,879,5040,2,1,2016,1,118000
4664,Ranch,Aluminum/Vinyl,879,4800,3,1,2022,8,94900
4665,Ranch,Aluminum/Vinyl,879,4480,3,1,2023,4,149900
4666,Cape Cod,Aluminum/Vinyl,880,7920,3,1,2023,1,158000
4669,Cape Cod,Aluminum / Vinyl,880,7920,3,1,2015,9,87000
4670,Ranch,Aluminum / Vinyl,880,7920,3,1,2018,5,147000
4671,Ranch,Wood,880,5520,3,1,2022,5,152000
4675,Res O/S 1 Story,Asphalt/Other,880,3840,2,1,2021,8,125000
4677,Cottage,Asphalt/Other,880,3810,3,1,2023,10,220305
4678,Cottage,Frame,880,3810,3,1,2015,10,108900
4679,Res O/S 1 Story,Aluminum/Vinyl,880,3750,2,2,2021,7,259000
4682,Residence O/S,Aluminum / Vinyl,880,3750,2,2,2018,2,195000
4687,Res O/S A & 1/2,Aluminum/Vinyl,880,3540,2,1,2022,4,220000
4690,Cottage,Aluminum/Vinyl,880,3000,2,2,2022,8,118100
4695,Cottage,Aluminum/Vinyl,880,1485,2,3,2023,1,160000
4697,Cottage,Aluminum/Vinyl,880,1485,2,2,2019,5,140000
4699,Ranch,Aluminum/Vinyl,881,6000,2,1,2022,5,145000
4700,Cape Cod,Aluminum/Vinyl,881,5900,2,1,2020,3,150000
4702,Ranch,Aluminum / Vinyl,881,5400,3,1,2016,8,120000
4704,Cape Cod,Aluminum / Vinyl,881,4838,2,1,2015,8,95500
4710,Cape Cod,Brick,882,8040,2,1,2020,3,165500
4711,Cape Cod,Brick,882,8040,2,1,2014,8,118000
4714,Ranch,Aluminum / Vinyl,882,8025,3,1,2015,8,130000
4722,Ranch,Aluminum / Vinyl,882,7095,2,1,2017,5,120000
4723,Cape Cod,Brick,882,6800,2,1,2017,9,135000
4728,Ranch,Aluminum / Vinyl,882,6250,3,2,2014,9,92000
4729,Ranch,Aluminum / Vinyl,882,6250,3,2,2016,5,105000
4730,Ranch,Aluminum/Vinyl,882,6120,3,1,2023,6,150000
4732,Ranch,Aluminum / Vinyl,882,6120,3,1,2016,7,115000
4735,Ranch,Aluminum / Vinyl,882,5985,3,1,2015,12,85000
4736,Ranch,Aluminum/Vinyl,882,5880,3,2,2019,6,132000
4740,Cape Cod,Brick,882,5400,2,1,2020,2,162000
4743,Ranch,Asphalt/Other,882,5355,3,1,2022,6,139000
4744,Ranch,Aluminum / Vinyl,882,5355,3,1,2018,1,87000
4757,Ranch,Stone,882,4840,2,1,2020,7,179000
4758,Ranch,Brick,882,4800,2,1,2021,7,110000
4759,Cottage,Aluminum/Vinyl,882,3936,2,1,2023,4,160000
4761,Cottage,Aluminum / Vinyl,882,3750,3,1,2014,2,97000
4765,Cottage,Aluminum/Vinyl,882,3030,2,1,2022,7,150000
4768,Cape Cod,Brick,883,7290,2,1,2018,7,165000
4772,Ranch,Aluminum / Vinyl,883,5160,2,1,2018,2,83500
4773,Ranch,Aluminum/Vinyl,884,8200,3,1,2022,11,190000
4774,Ranch,Aluminum/Vinyl,884,7200,4,3,2022,3,163033
4775,Ranch,Aluminum/Vinyl,884,7200,2,3,2020,7,133500
4778,Ranch,Aluminum / Vinyl,884,7200,2,2,2015,7,95500
4779,Ranch,Aluminum / Vinyl,884,7200,2,2,2017,7,100500
4781,Ranch,Aluminum/Vinyl,884,6600,3,1,2020,5,146500
4783,Ranch,Aluminum/Vinyl,884,6000,3,1,2022,10,178500
4786,Ranch,Aluminum/Vinyl,884,6000,3,1,2020,7,135700
4788,Ranch,Aluminum/Vinyl,884,5828,2,1,2020,11,120000
4789,Ranch,Asphalt/Other,884,5640,2,2,2021,10,80000
4790,Ranch,Aluminum / Vinyl,884,5390,2,1,2016,7,89000
4791,Ranch,Aluminum / Vinyl,884,5280,3,1,2013,5,92000
4792,Ranch,Aluminum / Vinyl,884,5280,2,1,2017,5,120000
4794,Ranch,Aluminum/Vinyl,884,4920,2,2,2022,7,163000
4797,Ranch,Stucco,884,4880,3,1,2017,6,127900
4798,Cape Cod,Aluminum / Vinyl,884,4752,2,1,2017,8,112900
4799,Ranch,Brick,884,4712,2,1,2016,6,139500
4800,Cottage,Aluminum/Vinyl,884,3600,3,1,2021,9,112000
4801,Cottage,Frame,884,1640,2,2,2014,1,180000
4804,Cape Cod,Aluminum/Vinyl,885,6435,2,2,2022,9,229000
4806,Ranch,Aluminum / Vinyl,885,6000,2,1,2018,9,152000
4807,Ranch,Aluminum / Vinyl,885,6000,3,1,2018,12,85000
4809,Ranch,Aluminum / Vinyl,885,5857,3,1,2014,10,105500
4810,Ranch,Aluminum / Vinyl,885,5857,3,1,2016,2,100450
4811,Ranch,Aluminum/Vinyl,885,5750,2,1,2021,6,152500
4812,Ranch,Brick,885,3660,2,1,2020,9,157900
4815,Ranch,Aluminum/Vinyl,886,7240,3,1,2021,4,87000
4817,Cape Cod,Brick,886,6713,2,1,2018,12,153500
4818,Ranch,Aluminum / Vinyl,886,6700,3,1,2013,11,134900
4819,Ranch,Brick,886,6600,2,1,2023,7,210000
4823,Ranch,Aluminum/Vinyl,886,6500,2,1,2020,4,122500
4826,Ranch,Aluminum/Vinyl,886,6000,2,1,2022,9,182000
4827,Ranch,Aluminum/Vinyl,886,6000,3,1,2020,8,165000
4828,Cape Cod,Aluminum / Vinyl,886,5000,3,1,2016,10,94600
4840,Ranch,Frame,887,7320,3,1,2016,10,100000
4841,Res O/S A & 1/2,Aluminum/Vinyl,887,7200,4,1,2023,5,180000
4842,Res O/S A & 1/2,Aluminum/Vinyl,887,7200,4,1,2023,10,242000
4843,Ranch,Aluminum/Vinyl,887,7132,3,1,2022,5,178900
4844,Ranch,Aluminum / Vinyl,887,7132,3,1,2018,5,117000
4845,Milwaukee Bungalow,Wood,887,5312,2,1,2021,6,216000
4846,Cape Cod,Aluminum/Vinyl,887,4960,4,1,2022,1,160000
4847,Cape Cod,Brick,887,4920,2,1,2023,2,195000
4848,Ranch,Brick,887,4800,2,2,2020,11,155000
4854,Ranch,Aluminum / Vinyl,888,7581,3,1,2018,11,152500
4856,Residence O/S,Frame,888,6650,2,1,2013,6,88500
4866,Ranch,Aluminum/Vinyl,888,5280,5,1,2022,6,210000
4879,Cape Cod,Aluminum / Vinyl,888,5000,2,1,2016,9,96000
