Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
Ranch,3,1,1353,2015-04-01,2015,4,129900
Cape Cod,5,2,1683,2015-04-01,2015,4,96000
Ranch,3,2,1169,2015-04-01,2015,4,111950
Colonial,3,3,2180,2015-05-01,2015,5,229900
Ranch,3,2,1354,2015-06-01,2015,6,163000
Ranch,3,2,1239,2015-06-01,2015,6,165000
Ranch,3,2,1152,2015-07-01,2015,7,136000
Ranch,3,2,1140,2015-07-01,2015,7,165900
Duplex N/S,5,2,2067,2015-08-01,2015,8,107000
Cape Cod,3,1,1214,2015-08-01,2015,8,100000
Ranch,4,3,1086,2015-08-01,2015,8,105000
Ranch,3,2,1481,2015-08-01,2015,8,176500
Cape Cod,4,1,1172,2015-09-01,2015,9,79500
Duplex N/S,4,2,2453,2015-10-01,2015,10,125000
Ranch,3,2,1205,2015-11-01,2015,11,160000
Ranch,3,1,1073,2015-12-01,2015,12,115000
Ranch,3,2,1372,2016-01-01,2016,1,142500
Duplex N/S,5,2,2294,2016-03-01,2016,3,120850
Ranch,5,3,1958,2016-03-01,2016,3,135000
Colonial,4,2,1607,2016-04-01,2016,4,144900
Colonial,3,3,2565,2016-05-01,2016,5,415000
Ranch,3,1,1142,2016-06-01,2016,6,158500
Ranch,3,2,1310,2016-06-01,2016,6,137500
Ranch,3,1,1510,2016-07-01,2016,7,178000
Ranch,3,1,1114,2016-07-01,2016,7,138800
Ranch,2,1,869,2016-07-01,2016,7,129900
Duplex N/S,5,3,2130,2016-08-01,2016,8,112000
Ranch,3,2,1514,2016-08-01,2016,8,141200
Ranch,3,1,948,2016-08-01,2016,8,97900
Ranch,3,2,1067,2016-08-01,2016,8,125000
Ranch,3,1,1516,2016-10-01,2016,10,174500
Ranch,3,1,1353,2016-10-01,2016,10,140000
Ranch,2,1,1263,2016-10-01,2016,10,156000
Ranch,3,2,1229,2016-10-01,2016,10,122000
Ranch,2,2,1625,2016-12-01,2016,12,145000
Ranch,3,2,1216,2017-01-01,2017,1,160500
Ranch,3,2,1531,2017-01-01,2017,1,126500
Duplex N/S,5,2,2007,2017-02-01,2017,2,88000
Ranch,3,2,879,2017-03-01,2017,3,124000
Ranch,3,2,1422,2017-04-01,2017,4,115000
Ranch,3,1,1159,2017-04-01,2017,4,133000
Ranch,4,2,1120,2017-05-01,2017,5,99000
Ranch,3,3,1156,2017-09-01,2017,9,172000
Ranch,3,2,1602,2017-10-01,2017,10,141000
Ranch,3,1,1192,2017-10-01,2017,10,144500
Ranch,3,2,1150,2017-11-01,2017,11,148000
Colonial,4,2,1254,2018-03-01,2018,3,142150
Ranch,2,1,869,2018-03-01,2018,3,142400
Ranch,3,2,1486,2018-05-01,2018,5,193700
Colonial,4,4,2441,2018-05-01,2018,5,191500
Triplex,5,3,2456,2018-07-01,2018,7,164900
Colonial,5,1,2361,2018-07-01,2018,7,182500
Ranch,5,3,1958,2018-07-01,2018,7,159000
Residence O/S,3,1,1719,2018-07-01,2018,7,190000
Colonial,3,2,1244,2018-07-01,2018,7,184900
Ranch,3,2,958,2018-07-01,2018,7,175000
Colonial,3,3,1664,2018-08-01,2018,8,178000
Residence O/S,3,3,2670,2018-08-01,2018,8,405000
Ranch,3,2,1673,2018-08-01,2018,8,199900
Residence O/S,3,1,1356,2018-08-01,2018,8,221500
Ranch,3,2,1493,2018-08-01,2018,8,185500
Ranch,3,1,1296,2018-10-01,2018,10,141000
Duplex N/S,5,2,1862,2018-11-01,2018,11,89900
Cape Cod,4,2,1676,2018-11-01,2018,11,142000
Ranch,3,2,1232,2018-11-01,2018,11,110000
Colonial,3,2,1614,2019-08-30,2019,8,239900
Colonial,3,2,1400,2021-02-12,2021,2,180000
Cape Cod,5,2,1687,2020-12-15,2020,12,189000
Cape Cod,4,1,1092,2023-11-22,2023,11,200000
Ranch,4,2,1310,2021-11-09,2021,11,174000
Cape Cod,4,1,1018,2015-11-01,2015,11,87000
Ranch,2,1,1074,2021-05-11,2021,5,169900
Ranch,3,1,1249,2020-03-17,2020,3,200000
Ranch,3,2,1105,2020-07-21,2020,7,220387
Ranch,3,2,1105,2017-01-01,2017,1,146000
Ranch,3,1,956,2020-06-03,2020,6,127000
Multiple Residential Bldgs,5,3,2893,2021-08-31,2021,8,200000
Ranch,3,2,1106,2020-01-15,2020,1,117000
Ranch,3,2,1063,2021-08-24,2021,8,200000
Ranch,3,2,1077,2020-01-03,2020,1,150000
Cape Cod,4,1,1066,2016-10-01,2016,10,144000
Duplex N/S,5,2,2785,2017-09-01,2017,9,194675
Ranch,2,2,1101,2016-03-01,2016,3,57000
Ranch,3,2,948,2023-04-10,2023,4,219000
Ranch,3,1,948,2022-07-07,2022,7,112000
Ranch,3,1,1031,2021-09-21,2021,9,150000
Ranch,3,2,1196,2016-07-01,2016,7,162400
Colonial,4,3,2685,2013-04-01,2013,4,360000
Colonial,3,3,2886,2013-05-01,2013,5,357500
Colonial,3,3,2880,2014-12-01,2014,12,329000
Colonial,3,3,2886,2023-04-14,2023,4,500000
Colonial,4,3,2685,2023-05-26,2023,5,570000
Colonial,3,3,2880,2023-12-06,2023,12,550000
Colonial,4,4,2724,2020-03-31,2020,3,485000
Ranch,3,1,864,2022-08-15,2022,8,199121
Ranch,3,2,1842,2017-11-01,2017,11,118800
Colonial,4,3,2206,2019-02-08,2019,2,245000
Res O/S A & 1/2,3,2,1588,2020-07-08,2020,7,311100
Colonial,3,2,1494,2019-10-04,2019,10,233000
Ranch,3,2,1140,2018-07-01,2018,7,140000
Ranch,3,2,1114,2023-10-03,2023,10,82500
Duplex O/S,3,3,1920,2023-09-18,2023,9,199900
Ranch,3,1,1153,2023-06-26,2023,6,240000
Ranch,3,2,1193,2022-04-08,2022,4,180000
Ranch,3,2,1021,2021-03-22,2021,3,208000
Ranch,3,1,876,2021-07-30,2021,7,230000
Ranch,2,1,672,2020-05-04,2020,5,115000
Ranch,2,1,1054,2013-04-01,2013,4,70000
Residence O/S,5,2,1276,2013-05-01,2013,5,9200
Colonial,4,2,1345,2013-06-01,2013,6,170000
Residence O/S,5,2,1276,2014-04-01,2014,4,16000
Ranch,3,2,1319,2014-08-01,2014,8,164900
Ranch,3,2,1232,2014-08-01,2014,8,130000
Cape Cod,3,2,1020,2014-08-01,2014,8,146000
Ranch,3,1,1054,2015-08-01,2015,8,112500
Colonial,4,2,2031,2016-01-01,2016,1,175000
Ranch,3,2,936,2016-03-01,2016,3,128000
Duplex O/S,4,3,2832,2016-03-01,2016,3,270000
Ranch,3,2,1082,2017-04-01,2017,4,83607
Ranch,3,2,1021,2017-05-01,2017,5,159900
Cape Cod,5,2,2673,2017-10-01,2017,10,240000
Ranch,3,2,1100,2018-03-01,2018,3,124900
Cape Cod,4,1,1499,2018-03-01,2018,3,173000
Ranch,3,2,936,2018-05-01,2018,5,144900
Ranch,3,2,876,2018-05-01,2018,5,119000
Cape Cod,3,1,1477,2018-11-01,2018,11,152000
Triplex,5,3,2300,2021-04-21,2021,4,146000
Ranch,3,1,1084,2020-10-02,2020,10,60000
Ranch,3,2,1019,2016-07-01,2016,7,39000
Ranch,3,2,1222,2017-10-01,2017,10,125000
Ranch,3,2,1132,2018-10-01,2018,10,106000
Ranch,3,1,1457,2015-01-01,2015,1,130000
Ranch,3,1,1038,2023-05-10,2023,5,265000
Ranch,3,2,1447,2023-09-20,2023,9,270000
Ranch,3,2,1232,2022-01-12,2022,1,168000
Ranch,3,2,1008,2020-09-21,2020,9,211000
Cape Cod,4,2,1346,2013-12-01,2013,12,137500
Ranch,2,1,1160,2014-07-01,2014,7,112000
Cape Cod,3,3,1669,2015-04-01,2015,4,162900
Ranch,3,1,1038,2015-08-01,2015,8,115500
Cape Cod,3,1,1226,2016-09-01,2016,9,128700
Ranch,3,2,1028,2016-10-01,2016,10,79900
Ranch,3,2,1232,2016-11-01,2016,11,120000
Cape Cod,3,2,1451,2018-09-01,2018,9,186425
Ranch,3,1,1059,2018-09-01,2018,9,157500
Colonial,3,2,1716,2023-12-01,2023,12,264500
Ranch,3,1,1023,2014-10-01,2014,10,142900
Ranch,2,2,1093,2015-08-01,2015,8,91500
Ranch,3,2,1130,2023-02-28,2023,2,199900
Ranch,4,3,1595,2023-07-25,2023,7,345000
Ranch,3,1,948,2022-05-26,2022,5,131800
Townhouse,4,4,2973,2022-05-16,2022,5,118000
Ranch,3,2,1440,2021-04-30,2021,4,187000
Milwaukee Bungalow,3,1,1670,2021-03-26,2021,3,49000
Cottage,3,3,1393,2021-03-11,2021,3,175000
Ranch,3,2,1338,2021-09-07,2021,9,260000
Ranch,3,2,1152,2021-12-17,2021,12,235000
Ranch,3,2,1185,2020-09-23,2020,9,155000
Cape Cod,3,2,1218,2020-08-20,2020,8,177000
Cape Cod,3,1,1376,2020-11-10,2020,11,175000
Ranch,3,1,1181,2020-03-25,2020,3,144100
Ranch,3,2,1072,2020-04-13,2020,4,200000
Ranch,3,2,1072,2020-04-30,2020,4,185000
Ranch,3,2,1407,2020-12-21,2020,12,215000
Cape Cod,3,1,934,2020-01-30,2020,1,168000
Ranch,2,2,1122,2019-05-07,2019,5,110000
Ranch,3,2,1491,2013-02-01,2013,2,149500
Ranch,3,2,1112,2013-06-01,2013,6,140000
Ranch,3,2,1185,2014-01-01,2014,1,85500
Cape Cod,4,3,2529,2014-05-01,2014,5,235000
Ranch,3,2,1152,2015-04-01,2015,4,155000
Ranch,3,2,1169,2015-06-01,2015,6,120000
Ranch,3,2,1072,2015-12-01,2015,12,150000
Ranch,2,2,1196,2016-06-01,2016,6,155000
Cape Cod,3,2,1143,2016-07-01,2016,7,55000
Ranch,3,1,941,2016-10-01,2016,10,113250
Ranch,3,2,1124,2017-03-01,2017,3,162000
Cape Cod,4,1,1185,2017-05-01,2017,5,60000
Ranch,3,2,1287,2017-08-01,2017,8,139000
Cape Cod,3,2,1218,2017-10-01,2017,10,132000
Ranch,3,2,1366,2017-11-01,2017,11,162900
Cape Cod,3,2,1218,2018-02-01,2018,2,142500
Cape Cod,3,1,1251,2018-08-01,2018,8,131900
Ranch,3,2,1423,2018-11-01,2018,11,172000
Cape Cod,3,2,1609,2014-07-01,2014,7,183000
Cape Cod,3,2,1609,2016-04-01,2016,4,199000
Split Level,4,2,1346,2019-07-05,2019,7,155000
Duplex N/S,4,2,1989,2017-01-01,2017,1,108000
Ranch,3,2,1116,2016-11-01,2016,11,100000
Ranch,3,2,1170,2021-09-07,2021,9,272500
Ranch,4,2,1275,2016-04-01,2016,4,179900
Ranch,3,2,1170,2016-05-01,2016,5,185000
Ranch,3,1,1066,2013-10-01,2013,10,125000
Ranch,3,1,1056,2015-02-01,2015,2,85000
Ranch,3,1,906,2015-10-01,2015,10,74900
Ranch,3,3,1340,2023-06-12,2023,6,230000
Ranch,3,1,903,2023-10-26,2023,10,144000
Ranch,3,1,980,2021-05-12,2021,5,219900
Colonial,3,2,1216,2022-08-30,2022,8,195000
Ranch,3,3,1447,2022-06-16,2022,6,235000
Ranch,3,1,1019,2015-07-01,2015,7,84000
Ranch,3,1,936,2017-11-01,2017,11,93900
Ranch,3,1,1322,2022-05-10,2022,5,200000
Ranch,3,2,1320,2015-02-01,2015,2,89500
Ranch,3,1,1322,2016-07-01,2016,7,105000
Duplex N/S,4,4,2075,2022-02-01,2022,2,341000
Ranch,3,1,1138,2020-09-02,2020,9,176000
Cape Cod,3,1,1401,2020-03-24,2020,3,190000
Ranch,3,1,1138,2013-07-01,2013,7,122500
Ranch,3,1,1138,2016-05-01,2016,5,132000
Ranch,3,1,1218,2016-07-01,2016,7,80000
Ranch,3,1,939,2017-05-01,2017,5,125000
Ranch,3,1,994,2016-07-01,2016,7,85000
Colonial,3,2,1641,2019-05-24,2019,5,159000
Ranch,3,2,1114,2016-07-01,2016,7,99900
Split Level,3,2,1261,2016-04-01,2016,4,130700
Ranch,2,2,874,2021-03-22,2021,3,122000
Ranch,2,2,1250,2020-03-25,2020,3,183000
Cape Cod,3,1,1163,2023-11-21,2023,11,117000
Ranch,3,2,934,2023-07-31,2023,7,255000
Cape Cod,4,3,2103,2023-06-30,2023,6,430000
Ranch,3,2,1198,2022-08-11,2022,8,200000
Ranch,3,2,934,2022-06-27,2022,6,250000
Ranch,3,3,1411,2022-08-30,2022,8,314900
Cape Cod,3,2,1818,2022-10-27,2022,10,320000
Ranch,3,2,951,2021-03-17,2021,3,153000
Ranch,3,2,1149,2021-02-19,2021,2,209000
Colonial,3,2,1601,2021-04-14,2021,4,275000
Colonial,4,3,1942,2021-07-03,2021,7,318000
Split Level,4,2,1593,2020-07-16,2020,7,300000
Colonial,4,2,1942,2020-07-22,2020,7,299000
Ranch,3,2,1073,2020-07-16,2020,7,210000
Ranch,3,2,1063,2019-04-22,2019,4,121000
Ranch,3,2,1367,2019-11-04,2019,11,150000
Ranch,3,2,1345,2019-07-20,2019,7,215000
Colonial,3,3,1853,2014-02-01,2014,2,248000
Ranch,3,2,951,2014-05-01,2014,5,82900
Ranch,3,2,879,2014-06-01,2014,6,98500
Ranch,3,3,1755,2014-08-01,2014,8,176000
Ranch,3,2,1198,2015-09-01,2015,9,113000
Ranch,3,2,1411,2015-09-01,2015,9,170000
Colonial,4,4,1858,2016-02-01,2016,2,230000
Ranch,3,2,1073,2016-05-01,2016,5,130000
Colonial,3,3,2065,2016-12-01,2016,12,219000
Colonial,3,2,1907,2017-02-01,2017,2,240000
Ranch,3,2,1149,2017-02-01,2017,2,169900
Bi-Level,3,2,1636,2017-03-01,2017,3,87000
Colonial,3,2,1770,2017-04-01,2017,4,221000
Cape Cod,3,2,1759,2017-10-01,2017,10,222880
Split Level,4,2,1793,2018-05-01,2018,5,218000
Ranch,3,1,1028,2018-11-01,2018,11,130000
Ranch,3,1,988,2018-11-01,2018,11,165000
Ranch,4,4,2344,2013-03-01,2013,3,320000
Ranch,3,2,1285,2023-03-24,2023,3,230000
Duplex O/S,3,2,1298,2023-08-23,2023,8,205000
Cape Cod,4,1,1497,2021-11-12,2021,11,225000
Tudor,3,2,1505,2019-05-03,2019,5,290500
Ranch,3,2,1421,2016-10-01,2016,10,141000
Ranch,3,3,1311,2017-08-01,2017,8,113500
Cape Cod,2,1,720,2021-04-30,2021,4,175000
Cape Cod,2,1,720,2013-09-01,2013,9,95000
Split Level,3,2,1464,2015-05-01,2015,5,110000
Ranch,3,3,1352,2017-04-01,2017,4,183000
Colonial,3,2,1495,2023-10-05,2023,10,259900
Colonial,3,2,1495,2021-02-23,2021,2,235000
Colonial,3,2,1495,2015-06-01,2015,6,151000
Ranch,3,2,1007,2023-06-28,2023,6,180000
Ranch,3,2,919,2023-10-13,2023,10,225000
Ranch,3,1,1103,2023-05-03,2023,5,250000
Ranch,3,1,909,2022-04-28,2022,4,150000
Ranch,3,2,1284,2022-05-16,2022,5,315000
Ranch,2,1,919,2021-08-24,2021,8,90000
Ranch,3,1,1090,2013-06-01,2013,6,125500
Ranch,3,2,919,2013-07-01,2013,7,94000
Ranch,3,1,1150,2014-03-01,2014,3,119900
Ranch,3,1,1166,2014-05-01,2014,5,73000
Ranch,3,1,919,2014-07-01,2014,7,89900
Ranch,3,1,1284,2015-02-01,2015,2,127000
Ranch,3,2,1297,2015-05-01,2015,5,100000
Duplex N/S,5,2,2249,2015-12-01,2015,12,112000
Ranch,2,1,968,2016-06-01,2016,6,162000
Ranch,3,1,919,2018-04-01,2018,4,105000
Ranch,3,2,1297,2018-04-01,2018,4,157000
Ranch,3,1,1247,2018-09-01,2018,9,114900
Residence O/S 2sty+,4,2,2139,2020-10-02,2020,10,160000
Ranch,3,2,1207,2023-10-16,2023,10,230000
Ranch,3,2,1494,2023-07-17,2023,7,240000
Ranch,3,2,1160,2023-09-18,2023,9,200000
Ranch,2,1,1011,2023-04-14,2023,4,176000
Ranch,3,2,879,2023-07-27,2023,7,250000
Ranch,3,3,879,2023-06-08,2023,6,226000
Colonial,3,2,1390,2023-12-13,2023,12,270000
Ranch,3,2,1204,2022-05-25,2022,5,155000
Triplex,4,3,2693,2022-06-30,2022,6,316000
Res O/S 2sty +,4,2,1812,2022-10-27,2022,10,68000
Res O/S 2sty +,3,2,1430,2022-05-11,2022,5,418000
Dplx Bungalow,5,2,2205,2022-07-20,2022,7,275000
Ranch,3,2,1492,2022-05-19,2022,5,310000
Multiple Residential Bldgs,2,3,2576,2021-09-17,2021,9,150000
Ranch,3,2,1189,2021-05-10,2021,5,150000
Ranch,3,2,1605,2021-05-05,2021,5,140000
Duplex O/S,4,3,1858,2021-12-23,2021,12,210000
Ranch,3,2,1440,2021-09-03,2021,9,236000
Ranch,3,3,1380,2021-09-23,2021,9,225000
Ranch,3,2,1734,2021-06-04,2021,6,285000
Ranch,3,2,1077,2020-04-07,2020,4,180000
Ranch,3,2,1067,2020-08-26,2020,8,100000
Ranch,3,2,1067,2020-08-26,2020,8,94500
Ranch,3,2,1245,2020-07-10,2020,7,133000
Ranch,3,2,1290,2020-05-29,2020,5,132500
Ranch,3,2,1218,2020-03-13,2020,3,144001
Cape Cod,3,1,1437,2020-07-15,2020,7,202000
Ranch,2,1,833,2020-06-02,2020,6,132000
Ranch,2,2,1465,2020-06-25,2020,6,223000
Duplex N/S,5,2,2299,2020-10-19,2020,10,239000
Res O/S A & 1/2,3,2,1602,2020-02-20,2020,2,89575
Ranch,3,2,1077,2019-09-05,2019,9,31800
Ranch,3,2,1077,2019-10-15,2019,10,75000
Ranch,3,2,1142,2019-02-01,2019,2,107000
Ranch,3,2,1494,2019-10-23,2019,10,145000
Ranch,3,2,1375,2019-10-21,2019,10,150000
Residence O/S,3,2,1430,2019-03-22,2019,3,314500
Ranch,3,2,1384,2019-07-26,2019,7,194000
Ranch,3,2,1007,2013-01-01,2013,1,80000
Ranch,3,1,1480,2013-06-01,2013,6,115000
Ranch,3,2,936,2013-09-01,2013,9,112500
Ranch,3,2,1384,2014-01-01,2014,1,129000
Ranch,3,2,1275,2014-10-01,2014,10,91000
Split Level,4,2,1751,2014-12-01,2014,12,159000
Ranch,3,1,978,2015-03-01,2015,3,80400
Ranch,3,1,1128,2015-08-01,2015,8,112000
Milwaukee Bungalow,3,1,1036,2015-09-01,2015,9,71673
Cape Cod,4,3,1756,2015-12-01,2015,12,34900
Triplex,5,3,2522,2016-04-01,2016,4,211250
Ranch,3,2,1007,2016-05-01,2016,5,141900
Cape Cod,4,3,1756,2016-06-01,2016,6,100000
Milwaukee Bungalow,5,2,2517,2016-07-01,2016,7,286000
Ranch,3,2,1150,2016-07-01,2016,7,145000
Ranch,3,1,1325,2016-08-01,2016,8,167000
Colonial,3,3,1600,2016-09-01,2016,9,223000
Ranch,3,2,1012,2016-11-01,2016,11,149900
Ranch,3,1,1162,2017-02-01,2017,2,110000
Duplex N/S,4,2,1872,2017-05-01,2017,5,140000
Duplex N/S,4,2,1875,2017-06-01,2017,6,160000
Ranch,2,2,1465,2017-07-01,2017,7,168500
Duplex N/S,5,2,2299,2017-08-01,2017,8,198700
Cape Cod,4,3,1978,2017-09-01,2017,9,270000
Cape Cod,3,2,1420,2017-10-01,2017,10,125500
Cape Cod,4,2,1738,2018-01-01,2018,1,194000
Ranch,3,1,978,2018-03-01,2018,3,99900
Cape Cod,3,1,1380,2018-04-01,2018,4,163400
Ranch,2,1,1323,2018-06-01,2018,6,127500
Ranch,3,2,1275,2018-07-01,2018,7,145000
Ranch,3,2,1183,2018-09-01,2018,9,139500
Ranch,3,2,1344,2018-10-01,2018,10,129500
Split Level,4,2,1751,2018-11-01,2018,11,185000
Ranch,3,2,1232,2018-12-01,2018,12,113500
Ranch,3,1,1116,2023-09-28,2023,9,76000
Ranch,3,1,943,2021-06-28,2021,6,198000
Cape Cod,4,2,1992,2013-09-01,2013,9,183400
Ranch,3,2,1122,2016-10-01,2016,10,160000
Ranch,3,1,1017,2017-06-01,2017,6,97000
Cape Cod,4,3,2015,2018-06-01,2018,6,190000
Ranch,3,2,1288,2021-02-04,2021,2,195000
Ranch,3,1,1452,2021-04-05,2021,4,174900
Cape Cod,3,1,1185,2020-12-08,2020,12,152500
Colonial,3,3,1856,2020-03-19,2020,3,220000
Ranch,3,2,1211,2019-12-18,2019,12,185000
Ranch,3,2,1039,2014-07-01,2014,7,115000
Ranch,3,2,1375,2014-08-01,2014,8,142000
Colonial,3,3,2075,2014-10-01,2014,10,200000
Ranch,3,2,1288,2018-06-01,2018,6,136000
Ranch,3,1,942,2022-09-12,2022,9,160000
Ranch,2,1,999,2013-08-01,2013,8,139500
Residence O/S,2,1,852,2018-08-01,2018,8,124900
Ranch,3,1,976,2014-08-01,2014,8,128000
Ranch,3,2,1198,2016-02-01,2016,2,138000
Ranch,3,2,1619,2013-04-01,2013,4,93000
Triplex,5,3,2988,2022-05-23,2022,5,305000
Triplex,5,3,2988,2014-12-01,2014,12,170000
Cape Cod,3,1,1176,2015-10-01,2015,10,110000
Ranch,3,2,1053,2023-03-01,2023,3,207000
Ranch,3,2,997,2022-07-28,2022,7,160000
Ranch,3,2,864,2021-09-24,2021,9,82000
Ranch,3,1,1077,2021-07-07,2021,7,165000
Ranch,3,2,1016,2021-03-19,2021,3,190000
Ranch,3,2,1222,2016-03-01,2016,3,123700
Ranch,2,1,672,2013-12-01,2013,12,53000
Ranch,3,1,1061,2017-04-01,2017,4,127500
Ranch,3,1,864,2018-09-01,2018,9,115000
Duplex O/S,3,2,1320,2023-10-18,2023,10,42501
Res O/S A & 1/2,4,1,1612,2023-06-09,2023,6,149900
Ranch,3,2,1092,2023-10-26,2023,10,250000
Ranch,3,1,864,2022-11-16,2022,11,128000
Triplex,4,4,2880,2022-05-27,2022,5,276000
Ranch,3,1,1080,2020-03-23,2020,3,110000
Ranch,3,2,1565,2019-08-16,2019,8,258000
Residence O/S,3,2,1487,2013-01-01,2013,1,230000
Ranch,3,1,972,2014-01-01,2014,1,58500
Ranch,3,2,1092,2015-06-01,2015,6,114000
Ranch,3,1,990,2016-09-01,2016,9,156000
Ranch,3,1,990,2016-09-01,2016,9,156000
Cape Cod,3,2,1277,2017-05-01,2017,5,169900
Residence O/S,3,2,1487,2018-03-01,2018,3,275000
Ranch,3,1,1019,2018-06-01,2018,6,158500
Ranch,3,2,1165,2015-12-01,2015,12,118900
Ranch,3,1,961,2023-08-17,2023,8,261900
Ranch,3,1,1120,2022-02-23,2022,2,175000
Res O/S 2sty +,4,2,1975,2022-05-06,2022,5,106000
Tudor,4,2,1969,2022-08-30,2022,8,320000
Ranch,3,1,961,2020-08-13,2020,8,200000
Ranch,3,2,1198,2019-08-29,2019,8,178000
Ranch,3,1,961,2017-06-01,2017,6,160000
Ranch,2,1,864,2017-12-01,2017,12,150000
Ranch,3,1,1120,2018-06-01,2018,6,124000
Ranch,2,1,869,2018-06-01,2018,6,138500
Split Level,2,2,1743,2018-06-01,2018,6,147500
Ranch,3,1,1124,2022-12-14,2022,12,205000
Ranch,3,1,946,2021-06-11,2021,6,200000
Ranch,3,2,1108,2020-04-24,2020,4,129000
Ranch,3,2,1454,2020-11-05,2020,11,260000
Ranch,3,2,1004,2020-07-15,2020,7,217000
Ranch,3,2,1108,2019-05-24,2019,5,130000
Ranch,3,2,1619,2018-08-01,2018,8,190000
Ranch,3,2,1320,2019-08-01,2019,8,200000
Dplx Bungalow,3,2,1873,2023-03-08,2023,3,140000
Ranch,3,2,968,2022-04-11,2022,4,260000
Cape Cod,3,1,1704,2021-02-26,2021,2,180000
Cape Cod,2,1,1369,2013-09-01,2013,9,80500
Ranch,3,1,932,2018-07-01,2018,7,90000
Ranch,3,2,1122,2023-07-17,2023,7,235000
Ranch,2,2,1152,2020-05-11,2020,5,198995
Ranch,2,1,1152,2013-08-01,2013,8,150000
Ranch,3,2,1382,2017-05-01,2017,5,124760
Colonial,5,2,1714,2020-10-09,2020,10,272000
Ranch,3,3,1338,2020-04-08,2020,4,193000
Ranch,3,2,1239,2019-02-21,2019,2,165000
Colonial,5,2,1714,2016-02-01,2016,2,130500
Ranch,3,4,1001,2018-08-01,2018,8,112000
Duplex N/S,5,3,1999,2023-10-25,2023,10,210000
Ranch,3,1,1038,2023-07-13,2023,7,232900
Ranch,3,1,1003,2022-10-27,2022,10,195000
Duplex N/S,5,3,1999,2022-06-07,2022,6,146500
Ranch,3,2,1119,2021-02-03,2021,2,200000
Ranch,3,2,1099,2021-07-15,2021,7,265000
Ranch,3,1,1007,2020-12-09,2020,12,139990
Ranch,3,1,1037,2020-05-28,2020,5,186000
Duplex N/S,5,3,1999,2019-08-23,2019,8,98987
Duplex N/S,5,3,1999,2019-09-18,2019,9,75000
Colonial,4,3,1948,2019-03-04,2019,3,252900
Ranch,3,2,1193,2019-05-28,2019,5,200500
Ranch,3,1,1037,2013-06-01,2013,6,133000
Ranch,3,2,1080,2013-08-01,2013,8,176900
Ranch,3,2,1111,2014-10-01,2014,10,113000
Ranch,3,1,1119,2016-03-01,2016,3,144900
Ranch,3,1,1099,2017-05-01,2017,5,143000
Ranch,3,1,1038,2017-05-01,2017,5,184000
Ranch,3,2,1099,2017-07-01,2017,7,183000
Ranch,3,2,1119,2017-09-01,2017,9,149000
Ranch,3,2,1114,2018-01-01,2018,1,165000
Ranch,2,1,1103,2018-03-01,2018,3,130000
Ranch,3,1,1062,2018-10-01,2018,10,138000
Ranch,3,1,1057,2018-11-01,2018,11,124000
Ranch,3,2,1142,2023-07-13,2023,7,240000
Triplex,5,3,2544,2023-11-27,2023,11,205000
Ranch,3,2,1142,2013-10-01,2013,10,127500
Ranch,3,2,967,2021-08-09,2021,8,112200
Ranch,3,2,1104,2020-11-19,2020,11,205000
Ranch,3,2,1104,2015-08-01,2015,8,138500
Ranch,3,3,1202,2017-01-01,2017,1,184000
Ranch,3,3,1202,2018-04-01,2018,4,195000
Duplex N/S,4,2,1901,2018-12-01,2018,12,134900
Cape Cod,4,2,2280,2021-08-13,2021,8,345000
Colonial,3,2,1445,2023-01-11,2023,1,240700
Ranch,3,2,1086,2023-10-18,2023,10,235000
Ranch,3,2,1087,2023-05-12,2023,5,180000
Milwaukee Bungalow,3,1,2182,2023-10-27,2023,10,190000
Split Level,3,2,2028,2023-05-11,2023,5,317150
Ranch,4,2,1111,2022-09-07,2022,9,195000
Ranch,3,2,1108,2022-10-24,2022,10,182000
Cape Cod,4,2,1719,2022-07-18,2022,7,222500
Ranch,3,2,1031,2022-07-18,2022,7,150000
Cape Cod,4,1,1044,2022-05-19,2022,5,152000
Triplex,3,3,2045,2022-04-29,2022,4,325000
Colonial,4,2,1450,2021-04-20,2021,4,190000
Ranch,3,2,1702,2021-04-07,2021,4,203000
Ranch,3,2,1425,2021-04-16,2021,4,165000
Ranch,4,2,1111,2020-09-17,2020,9,155000
Ranch,3,2,1451,2020-11-03,2020,11,180000
Ranch,4,2,1111,2019-07-30,2019,7,108000
Colonial,4,2,1240,2019-08-23,2019,8,120000
Ranch,4,2,1095,2019-11-01,2019,11,160000
Ranch,3,2,1064,2019-10-15,2019,10,124000
Ranch,3,2,1216,2013-09-01,2013,9,102400
Ranch,2,2,1246,2014-04-01,2014,4,131900
Residence O/S,3,2,1380,2014-07-01,2014,7,95000
Ranch,3,2,1071,2015-11-01,2015,11,111900
Duplex O/S,5,2,1538,2016-02-01,2016,2,48000
Ranch,2,1,1028,2016-07-01,2016,7,110000
Residence O/S,2,1,1003,2016-08-01,2016,8,89900
Colonial,4,2,1423,2016-11-01,2016,11,144900
Colonial,4,2,1450,2017-08-01,2017,8,150000
Cape Cod,3,2,1328,2017-11-01,2017,11,96500
Cape Cod,4,2,1719,2018-03-01,2018,3,148000
Ranch,3,2,1086,2018-04-01,2018,4,130000
Milwaukee Bungalow,4,1,1296,2018-06-01,2018,6,149000
Ranch,3,2,1157,2018-07-01,2018,7,145000
