,Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
41326,Residence O/S,4,2,1639,2016-11-01,2016,11,187000
41327,Ranch,2,1,916,2017-06-01,2017,6,130000
41328,Ranch,2,1,704,2017-07-01,2017,7,129000
41334,Duplex O/S,5,2,2967,2018-10-01,2018,10,159000
41335,Residence O/S,4,2,1685,2018-12-01,2018,12,151000
41337,Milwaukee Bungalow,3,2,1471,2017-03-01,2017,3,129900
41340,Residence O/S,3,2,1419,2018-11-01,2018,11,121500
41342,Duplex O/S,3,1,1516,2021-06-04,2021,6,85100
41345,Residence O/S 2sty+,4,4,2814,2021-10-05,2021,10,469900
41346,Res O/S A & 1/2,2,2,950,2023-11-07,2023,11,307000
41349,Res O/S A & 1/2,5,2,1679,2022-09-20,2022,9,219000
41350,Milwaukee Bungalow,4,2,1528,2022-05-27,2022,5,323000
41352,Res O/S A & 1/2,5,2,1679,2021-08-19,2021,8,178250
41353,Duplex N/S,3,2,1312,2021-02-03,2021,2,149000
41354,Cape Cod,4,1,1224,2021-06-16,2021,6,194500
41355,Residence O/S 2sty+,4,2,1564,2021-02-17,2021,2,164000
41356,Milwaukee Bungalow,5,2,1496,2020-12-31,2020,12,80000
41358,Milwaukee Bungalow,2,2,1076,2020-10-14,2020,10,202000
41359,Milwaukee Bungalow,3,2,1329,2020-02-11,2020,2,174900
41362,Cape Cod,4,2,1335,2013-03-01,2013,3,138000
41363,Cottage,3,1,1349,2013-03-01,2013,3,103500
41364,Milwaukee Bungalow,4,2,1528,2014-05-01,2014,5,149900
41366,Cape Cod,4,2,1335,2014-09-01,2014,9,140000
41367,Residence O/S,2,1,950,2015-06-01,2015,6,131500
41368,Milwaukee Bungalow,3,2,1329,2016-02-01,2016,2,139000
41370,Milwaukee Bungalow,4,2,1921,2016-12-01,2016,12,138000
41371,Milwaukee Bungalow,4,2,1528,2017-03-01,2017,3,168500
41372,Residence O/S,2,1,950,2018-01-01,2018,1,142000
41373,Milwaukee Bungalow,3,2,1449,2018-03-01,2018,3,188500
41375,Milwaukee Bungalow,4,2,1528,2018-07-01,2018,7,211000
41377,Duplex O/S,4,2,1826,2018-11-01,2018,11,95000
41386,Duplex-Cottage,4,2,2091,2018-05-01,2018,5,137000
41389,Dplx Bungalow,3,3,1903,2023-10-05,2023,10,200000
41390,Duplex O/S,3,2,1445,2023-10-03,2023,10,101000
41392,Res O/S 2sty +,3,3,1800,2023-01-13,2023,1,382000
41394,Res O/S 1 Story,3,2,1048,2021-05-24,2021,5,250000
41395,Duplex O/S,4,2,1601,2022-06-20,2022,6,165000
41396,Res O/S A & 1/2,4,1,1317,2023-05-10,2023,5,110000
41399,Cottage,2,1,833,2023-05-26,2023,5,130000
41400,Milwaukee Bungalow,3,2,1224,2023-10-04,2023,10,225000
41402,Res O/S A & 1/2,3,3,1606,2023-10-27,2023,10,158650
41403,Ranch,3,2,1018,2023-06-26,2023,6,167000
41405,Duplex O/S,4,2,1608,2023-10-27,2023,10,223000
41406,Duplex O/S,4,2,1616,2023-04-07,2023,4,185000
41408,Res O/S A & 1/2,3,3,950,2023-08-02,2023,8,205000
41409,Res O/S A & 1/2,4,4,1214,2023-09-18,2023,9,205000
41410,Milwaukee Bungalow,4,2,1918,2023-02-10,2023,2,265000
41411,Res O/S A & 1/2,4,1,1122,2023-01-19,2023,1,150000
41412,Milwaukee Bungalow,4,1,1412,2023-08-08,2023,8,168000
41413,Res O/S A & 1/2,3,1,1206,2023-11-05,2023,11,175000
41414,Milwaukee Bungalow,3,2,1240,2023-10-25,2023,10,260000
41415,Dplx Bungalow,4,2,1878,2023-01-05,2023,1,225000
41417,Cape Cod,2,1,1144,2022-02-21,2022,2,129900
41418,Res O/S A & 1/2,3,2,1307,2022-07-21,2022,7,265000
41421,Cape Cod,3,1,965,2022-06-21,2022,6,143100
41422,Duplex O/S,4,3,1692,2022-12-18,2022,12,210000
41423,Duplex O/S,5,2,1744,2022-04-25,2022,4,127000
41424,Duplex O/S,4,2,1608,2022-04-29,2022,4,145000
41425,Milwaukee Bungalow,3,3,1152,2022-08-04,2022,8,205000
41426,Duplex O/S,4,2,1528,2022-11-01,2022,11,200000
41427,Milwaukee Bungalow,4,1,1234,2022-04-28,2022,4,197000
41428,Milwaukee Bungalow,2,2,756,2022-11-07,2022,11,140000
41430,Res O/S A & 1/2,3,3,1227,2022-03-28,2022,3,250000
41431,Duplex O/S,4,2,1525,2022-12-28,2022,12,90950
41432,Duplex O/S,4,2,1948,2022-06-27,2022,6,210000
41434,Duplex O/S,4,2,1616,2022-02-16,2022,2,146000
41435,Duplex O/S,5,2,1854,2022-12-06,2022,12,200000
41436,Milwaukee Bungalow,4,3,1303,2022-07-18,2022,7,205000
41437,Milwaukee Bungalow,3,2,1478,2022-11-28,2022,11,160000
41438,Res O/S A & 1/2,4,2,1260,2022-05-11,2022,5,255000
41439,Duplex N/S,3,2,1359,2022-08-29,2022,8,120000
41440,Duplex O/S,3,3,1382,2022-09-12,2022,9,240000
41443,Cape Cod,2,1,1144,2021-06-18,2021,6,85000
41448,Milwaukee Bungalow,4,1,1200,2021-07-26,2021,7,230000
41449,Cape Cod,2,2,982,2021-03-05,2021,3,162000
41451,Res O/S A & 1/2,5,2,1403,2021-07-16,2021,7,180000
41452,Res O/S A & 1/2,3,2,1122,2021-10-12,2021,10,170000
41453,Duplex O/S,4,2,1756,2021-07-08,2021,7,135000
41455,Duplex O/S,5,2,1968,2021-03-30,2021,3,150000
41456,Res O/S A & 1/2,3,1,913,2021-08-19,2021,8,110000
41457,Duplex O/S,4,2,1800,2021-07-02,2021,7,110000
41458,Milwaukee Bungalow,3,2,1519,2021-08-30,2021,8,169900
41459,Duplex O/S,4,2,1652,2021-09-30,2021,9,200000
41460,Cottage,3,1,1120,2021-07-29,2021,7,130000
41461,Milwaukee Bungalow,3,2,1452,2021-12-03,2021,12,200000
41462,Ranch,3,3,1111,2021-03-08,2021,3,175000
41463,Res O/S A & 1/2,3,1,1340,2021-01-05,2021,1,93000
41464,Duplex-Cottage,4,1,1649,2021-09-24,2021,9,80000
41465,Milwaukee Bungalow,3,2,2102,2021-02-22,2021,2,200000
41466,Dplx Bungalow,3,2,1456,2021-04-23,2021,4,200000
41467,Milwaukee Bungalow,4,2,1519,2021-09-13,2021,9,205000
41468,Cape Cod,4,2,1138,2021-04-15,2021,4,143500
41469,Milwaukee Bungalow,3,2,1218,2021-03-27,2021,3,207000
41470,Res O/S A & 1/2,3,2,1280,2021-03-25,2021,3,152000
41472,Res O/S A & 1/2,2,1,1014,2021-12-15,2021,12,260000
41475,Residence O/S 2sty+,3,2,1541,2020-10-02,2020,10,310000
41476,Residence O/S 2sty+,4,2,2098,2020-03-30,2020,3,358500
41478,Milwaukee Bungalow,4,1,1124,2020-12-03,2020,12,144000
41479,Duplex O/S,4,2,1604,2020-10-14,2020,10,182000
41480,Duplex O/S,4,2,1632,2020-09-11,2020,9,120000
41481,Duplex O/S,4,2,1608,2020-08-28,2020,8,123000
41483,Duplex O/S,4,2,2208,2020-03-06,2020,3,128000
41484,Res O/S A & 1/2,5,2,1320,2020-12-18,2020,12,130000
41485,Res O/S A & 1/2,3,1,1170,2020-09-15,2020,9,112000
41486,Duplex O/S,2,2,1300,2020-12-11,2020,12,114000
41487,Duplex O/S,5,2,1843,2020-09-18,2020,9,165000
41488,Res O/S A & 1/2,3,2,1392,2020-04-21,2020,4,108000
41489,Ranch,2,2,874,2020-12-16,2020,12,150000
41491,Cottage,2,1,685,2020-09-11,2020,9,84900
41492,Res O/S A & 1/2,3,2,1122,2020-09-30,2020,9,127000
41493,Ranch,2,1,885,2020-09-28,2020,9,157900
41494,Cape Cod,3,1,993,2020-03-13,2020,3,113100
41495,Res O/S A & 1/2,3,1,1257,2020-09-08,2020,9,135000
41496,Res O/S A & 1/2,2,1,951,2020-03-04,2020,3,192000
41498,Residence O/S,3,2,1362,2019-04-30,2019,4,139900
41521,Milwaukee Bungalow,4,2,1219,2019-06-07,2019,6,164000
41525,Residence O/S,2,1,748,2013-01-01,2013,1,95000
41527,Residence O/S,3,2,1307,2013-05-01,2013,5,125000
41530,Duplex N/S,4,3,1450,2013-06-01,2013,6,125000
41531,Milwaukee Bungalow,4,1,1320,2013-06-01,2013,6,105000
41532,Residence O/S,2,1,1014,2013-06-01,2013,6,144100
41533,Duplex O/S,3,2,1345,2013-08-01,2013,8,141000
41534,Residence O/S,3,2,1104,2013-10-01,2013,10,87500
41536,Duplex O/S,4,2,1496,2013-12-01,2013,12,82500
41538,Dplx Bungalow,3,2,1456,2014-02-01,2014,2,109000
41539,Milwaukee Bungalow,3,1,1209,2014-04-01,2014,4,115000
41540,Triplex,4,3,1894,2014-04-01,2014,4,86000
41541,Residence O/S,4,2,1243,2014-05-01,2014,5,100000
41542,Residence O/S,4,2,1260,2014-06-01,2014,6,134500
41543,Duplex O/S,5,2,1870,2014-07-01,2014,7,88500
41544,Milwaukee Bungalow,3,1,1279,2014-08-01,2014,8,98000
41546,Residence O/S,2,2,1298,2014-09-01,2014,9,155000
41547,Residence O/S,4,2,1262,2014-09-01,2014,9,91000
41549,Residence O/S,3,2,1216,2014-10-01,2014,10,149800
41550,Residence O/S,4,2,1028,2014-10-01,2014,10,82000
41552,Dplx Bungalow,4,2,1882,2015-03-01,2015,3,81000
41553,Cottage,4,1,1176,2015-03-01,2015,3,143500
41555,Residence O/S,3,1,1270,2015-05-01,2015,5,99900
41556,Residence O/S,3,2,951,2015-05-01,2015,5,94900
41559,Milwaukee Bungalow,3,1,1314,2015-08-01,2015,8,116700
41561,Residence O/S,3,2,1345,2015-09-01,2015,9,150000
41562,Cape Cod,3,1,1309,2015-12-01,2015,12,97900
41563,Milwaukee Bungalow,4,1,1264,2016-01-01,2016,1,81000
41565,Dplx Bungalow,4,2,1882,2016-04-01,2016,4,104000
41566,Milwaukee Bungalow,3,1,1116,2016-04-01,2016,4,112000
41567,Residence O/S,4,1,1615,2016-05-01,2016,5,85000
41568,Milwaukee Bungalow,3,2,1240,2016-07-01,2016,7,140000
41569,Duplex-Cottage,5,2,1922,2016-08-01,2016,8,90000
41570,Residence O/S,3,1,1163,2016-08-01,2016,8,85000
41572,Residence O/S,4,1,1204,2016-09-01,2016,9,102000
41573,Duplex O/S,4,1,1604,2016-10-01,2016,10,97000
41574,Milwaukee Bungalow,3,1,1309,2016-10-01,2016,10,110000
41575,Milwaukee Bungalow,4,1,1199,2017-03-01,2017,3,120000
41576,Milwaukee Bungalow,3,1,1186,2017-04-01,2017,4,105000
41577,Ranch,2,2,759,2017-06-01,2017,6,86000
41578,Duplex O/S,4,2,1528,2017-06-01,2017,6,110000
41579,Residence O/S,4,2,1709,2017-08-01,2017,8,111000
41580,Cape Cod,4,1,1159,2017-08-01,2017,8,125500
41581,Dplx Bungalow,4,2,1775,2017-08-01,2017,8,95000
41582,Residence O/S,3,2,1274,2017-08-01,2017,8,127000
41583,Milwaukee Bungalow,3,1,1694,2017-09-01,2017,9,135000
41584,Residence O/S,5,3,1385,2017-09-01,2017,9,136000
41585,Duplex O/S,4,2,1616,2017-09-01,2017,9,98000
41586,Milwaukee Bungalow,4,2,1488,2017-09-01,2017,9,122000
41588,Dplx Bungalow,4,2,1870,2017-10-01,2017,10,114000
41589,Duplex O/S,4,2,1496,2017-10-01,2017,10,109500
41594,Milwaukee Bungalow,3,1,1314,2018-05-01,2018,5,145100
41595,Ranch,2,2,874,2018-05-01,2018,5,118500
41596,Residence O/S,3,2,1345,2018-06-01,2018,6,174900
41597,Milwaukee Bungalow,3,2,1359,2018-06-01,2018,6,159900
41598,Milwaukee Bungalow,3,2,1240,2018-06-01,2018,6,158000
41600,Milwaukee Bungalow,3,2,1237,2018-08-01,2018,8,134900
41601,Duplex O/S,4,2,1776,2018-08-01,2018,8,142000
41602,Residence O/S,3,2,1365,2018-08-01,2018,8,135000
41604,Milwaukee Bungalow,4,1,1124,2018-09-01,2018,9,130000
41605,Duplex-Cottage,5,2,1680,2018-10-01,2018,10,119000
41607,Duplex O/S,4,3,2171,2018-12-01,2018,12,145000
41611,Duplex O/S,4,2,1848,2021-01-08,2021,1,145000
41612,Duplex O/S,5,2,2290,2020-10-23,2020,10,215000
41617,Milwaukee Bungalow,4,2,1398,2023-08-29,2023,8,215000
41618,Milwaukee Bungalow,3,1,1025,2021-06-29,2021,6,225000
41619,Residence O/S,4,3,2294,2017-05-01,2017,5,235000
41623,Res O/S A & 1/2,4,3,1460,2022-02-18,2022,2,319000
41627,Dplx Bungalow,5,2,2284,2020-03-19,2020,3,125000
41628,Residence O/S,3,2,1540,2014-12-01,2014,12,214900
41630,Milwaukee Bungalow,3,1,1250,2022-01-20,2022,1,230000
41632,Res O/S A & 1/2,5,2,1627,2022-10-17,2022,10,150600
41637,Dplx Bungalow,3,2,2286,2013-09-01,2013,9,170000
41638,Milwaukee Bungalow,4,1,1150,2015-02-01,2015,2,169900
41639,Milwaukee Bungalow,3,3,1425,2016-05-01,2016,5,194200
41644,Dplx Bungalow,5,3,1886,2018-06-01,2018,6,186900
41648,Residence O/S,3,2,2416,2015-07-01,2015,7,240000
41649,Duplex N/S,4,2,2448,2021-04-07,2021,4,270000
41652,Duplex N/S,4,2,1760,2016-03-01,2016,3,117000
41654,Multiple Residential Bldgs,4,2,1482,2023-04-12,2023,4,81000
41655,Res O/S A & 1/2,4,2,1419,2023-07-18,2023,7,160000
41660,Res O/S A & 1/2,4,2,1652,2022-11-29,2022,11,389900
41664,Res O/S A & 1/2,4,2,1426,2021-08-05,2021,8,80000
41668,Res O/S A & 1/2,4,3,1648,2021-10-22,2021,10,385000
41670,Dplx Bungalow,4,2,1685,2020-12-23,2020,12,117000
41672,Duplex O/S,5,2,2728,2020-01-13,2020,1,85500
41681,Milwaukee Bungalow,3,2,1404,2013-09-01,2013,9,91500
41682,Residence O/S,4,1,1652,2015-04-01,2015,4,229000
41683,Duplex O/S,4,2,2254,2015-06-01,2015,6,189900
41686,Milwaukee Bungalow,3,2,1533,2017-03-01,2017,3,244900
41688,Duplex O/S,5,2,2274,2018-06-01,2018,6,285000
41689,Duplex O/S,5,3,1648,2018-10-01,2018,10,300000
41690,Duplex O/S,4,2,1632,2020-12-03,2020,12,262000
41697,Triplex,4,3,2220,2013-06-01,2013,6,127000
41698,Triplex,4,3,2220,2018-05-01,2018,5,180000
41700,Dplx Bungalow,4,2,1780,2018-02-01,2018,2,147950
41701,Residence O/S,3,1,1286,2014-10-01,2014,10,156000
41702,Dplx Bungalow,4,2,1725,2015-02-01,2015,2,194000
41703,Cottage,2,1,900,2015-05-01,2015,5,103000
41704,Colonial,3,3,1511,2020-05-14,2020,5,272000
41705,Colonial,3,3,1511,2015-10-01,2015,10,206900
41706,Cottage,3,3,1360,2014-07-01,2014,7,194000
41709,Dplx Bungalow,3,2,1170,2023-03-29,2023,3,145000
41710,Ranch,2,1,713,2023-08-14,2023,8,127000
41713,Duplex O/S,3,2,1594,2023-12-01,2023,12,175000
41714,Milwaukee Bungalow,3,1,1139,2023-10-20,2023,10,140000
41715,Res O/S 2sty +,3,2,1773,2023-09-08,2023,9,188000
41716,Milwaukee Bungalow,4,1,1558,2023-02-21,2023,2,140000
41718,Cape Cod,2,1,1034,2023-09-06,2023,9,80000
41719,Milwaukee Bungalow,3,1,1462,2023-02-07,2023,2,164900
41720,Dplx Bungalow,3,2,1677,2023-10-30,2023,10,104000
41721,Milwaukee Bungalow,3,1,1346,2023-03-24,2023,3,90000
41722,Dplx Bungalow,3,2,1530,2023-06-06,2023,6,95000
41723,Cape Cod,3,2,1069,2023-06-20,2023,6,135000
41724,Milwaukee Bungalow,4,1,1554,2023-03-13,2023,3,123000
41725,Milwaukee Bungalow,3,2,1513,2023-10-16,2023,10,87000
41727,Milwaukee Bungalow,4,2,1475,2023-10-27,2023,10,179900
41728,Duplex N/S,3,2,1195,2023-05-05,2023,5,89900
41729,Dplx Bungalow,4,2,1856,2023-05-01,2023,5,193000
41731,Cape Cod,2,2,1436,2023-02-28,2023,2,180000
41733,Milwaukee Bungalow,2,1,1072,2023-08-21,2023,8,111500
41734,Milwaukee Bungalow,4,1,1623,2023-06-29,2023,6,140000
41735,Milwaukee Bungalow,3,1,1251,2023-11-27,2023,11,95500
41737,Milwaukee Bungalow,4,1,1476,2023-06-22,2023,6,80000
41740,Dplx Bungalow,4,2,1777,2023-08-01,2023,8,125000
41741,Dplx Bungalow,4,2,1907,2023-12-04,2023,12,99000
41743,Milwaukee Bungalow,4,2,1683,2023-09-05,2023,9,101100
41744,Res O/S A & 1/2,4,1,1560,2023-05-08,2023,5,104000
41745,Milwaukee Bungalow,3,2,1164,2023-12-12,2023,12,117900
41746,Cape Cod,3,2,1232,2023-12-18,2023,12,93000
41747,Res O/S A & 1/2,4,2,1578,2023-09-12,2023,9,115000
41749,Res O/S A & 1/2,3,3,1203,2023-10-04,2023,10,135000
41750,Milwaukee Bungalow,4,2,1441,2023-05-26,2023,5,170000
41751,Res O/S A & 1/2,3,3,1438,2023-08-11,2023,8,320000
41752,Dplx Bungalow,4,2,1461,2023-09-18,2023,9,291000
41753,Duplex O/S,4,2,1456,2023-12-12,2023,12,210000
41754,Res O/S A & 1/2,3,2,932,2023-09-29,2023,9,265000
41755,Res O/S A & 1/2,3,3,1622,2023-04-25,2023,4,257500
41756,Duplex O/S,5,2,1944,2023-11-17,2023,11,335000
41757,Res O/S A & 1/2,3,2,1527,2023-03-24,2023,3,336000
41758,Duplex O/S,4,2,2791,2023-09-15,2023,9,365000
41760,Res O/S A & 1/2,3,1,1294,2023-07-22,2023,7,265000
41761,Multiple Residential Bldgs,5,3,2313,2023-11-20,2023,11,350000
41762,Res O/S A & 1/2,3,2,1375,2023-09-20,2023,9,230000
41763,Res O/S A & 1/2,2,2,1120,2023-08-07,2023,8,265000
41764,Res O/S A & 1/2,3,2,1377,2023-02-01,2023,2,123000
41765,Res O/S A & 1/2,3,2,1377,2023-08-31,2023,8,260000
41767,Res O/S A & 1/2,3,2,1260,2023-10-02,2023,10,222000
41768,Duplex-Cottage,4,2,2039,2023-09-29,2023,9,310000
41769,Res O/S A & 1/2,3,1,1210,2023-08-18,2023,8,197500
41770,Duplex O/S,4,3,2612,2023-06-21,2023,6,350000
41771,Duplex O/S,4,2,1733,2023-06-20,2023,6,225000
41772,Dplx Bungalow,4,2,2089,2023-10-31,2023,10,167000
41774,Res O/S A & 1/2,3,1,1158,2023-04-20,2023,4,100000
41776,Res O/S 2sty +,4,2,2014,2023-11-30,2023,11,85000
41781,Duplex O/S,4,2,1920,2023-05-15,2023,5,98000
41782,Res O/S A & 1/2,4,1,1210,2023-04-26,2023,4,88000
41784,Milwaukee Bungalow,3,1,1295,2023-12-19,2023,12,84000
41785,Dplx Bungalow,4,2,1721,2023-08-04,2023,8,80000
41788,Duplex O/S,4,2,1712,2023-06-01,2023,6,120000
41797,Duplex O/S,4,2,2770,2023-11-16,2023,11,295000
41798,Res O/S A & 1/2,2,2,1056,2023-04-14,2023,4,228300
41799,Duplex O/S,3,2,1768,2023-10-19,2023,10,200000
41800,Duplex O/S,4,2,1606,2023-03-15,2023,3,240000
41801,Duplex O/S,4,2,1606,2023-10-19,2023,10,255000
41802,Duplex O/S,4,2,1496,2023-11-21,2023,11,207500
41803,Res O/S A & 1/2,3,2,1848,2023-02-17,2023,2,318000
41804,Res O/S A & 1/2,3,1,1112,2023-03-08,2023,3,170000
41805,Multiple Residential Bldgs,5,3,1916,2023-11-06,2023,11,100500
41807,Triplex,4,3,2240,2023-10-26,2023,10,300000
41808,Res O/S A & 1/2,4,2,1752,2023-08-02,2023,8,233000
41809,Dplx Bungalow,4,3,2092,2023-03-29,2023,3,295000
41810,Res O/S A & 1/2,3,1,1106,2023-05-26,2023,5,297000
41811,Duplex O/S,4,2,1806,2023-04-14,2023,4,271000
41812,Duplex O/S,4,2,2358,2023-02-24,2023,2,265000
41813,Res O/S A & 1/2,3,1,1365,2023-02-20,2023,2,255000
41817,Duplex O/S,4,2,1600,2023-07-24,2023,7,208000
41824,Colonial,3,2,1280,2023-02-17,2023,2,115000
41826,Duplex O/S,4,2,1984,2023-12-29,2023,12,97000
41828,Res O/S A & 1/2,5,2,1541,2023-08-18,2023,8,80000
41834,Milwaukee Bungalow,4,2,1180,2023-02-08,2023,2,198000
41837,Milwaukee Bungalow,2,1,1024,2023-12-04,2023,12,140000
41838,Dplx Bungalow,4,2,1647,2023-08-30,2023,8,153000
41839,Dplx Bungalow,4,2,2291,2023-11-17,2023,11,243000
41840,Milwaukee Bungalow,3,1,994,2023-12-20,2023,12,138000
41842,Triplex,5,3,2802,2023-06-07,2023,6,318000
41843,Res O/S 2sty +,4,3,1909,2023-03-28,2023,3,125000
41845,Res O/S A & 1/2,3,1,1424,2023-08-04,2023,8,135000
41847,Colonial,3,2,1327,2023-10-06,2023,10,185000
41852,Colonial,4,2,1391,2023-03-20,2023,3,150500
41856,Res O/S A & 1/2,4,2,1495,2023-07-20,2023,7,301000
41857,Res O/S A & 1/2,3,1,1741,2023-03-07,2023,3,294500
41858,Res O/S A & 1/2,4,2,940,2023-07-14,2023,7,172000
41861,Duplex O/S,4,2,1470,2023-02-09,2023,2,140000
41863,Duplex O/S,5,2,1637,2023-02-27,2023,2,85000
41865,Res O/S A & 1/2,3,2,1320,2023-11-30,2023,11,163000
41867,Duplex O/S,5,2,1982,2023-10-17,2023,10,92000
41874,Cottage,3,1,1188,2023-03-31,2023,3,148000
41879,Multiple Residential Bldgs,3,3,2264,2023-08-30,2023,8,209900
41880,Duplex-Cottage,5,2,2077,2023-07-17,2023,7,184500
41881,Duplex O/S,3,2,1802,2023-09-13,2023,9,135000
41882,Res O/S 2sty +,3,2,1886,2023-08-04,2023,8,250000
41883,Res O/S 1 Story,2,1,768,2023-06-16,2023,6,167500
41884,Cape Cod,3,2,1133,2023-10-16,2023,10,285000
41885,Milwaukee Bungalow,3,1,1210,2023-04-04,2023,4,205000
41886,Milwaukee Bungalow,3,2,1150,2023-08-08,2023,8,174900
41887,Cottage,2,2,836,2023-03-15,2023,3,200000
41891,Duplex O/S,5,2,2010,2023-04-19,2023,4,120000
41894,Res O/S A & 1/2,4,1,1388,2023-08-31,2023,8,200000
41895,Duplex O/S,5,3,2285,2023-02-24,2023,2,100100
41896,Duplex O/S,5,3,2285,2023-11-14,2023,11,145500
41898,Res O/S A & 1/2,2,1,863,2023-06-27,2023,6,105000
41899,Res O/S A & 1/2,5,2,1749,2023-09-06,2023,9,105000
41901,Res O/S A & 1/2,4,2,1180,2023-07-06,2023,7,160000
41903,Cottage,4,1,1094,2023-06-12,2023,6,120000
41904,Duplex-Cottage,3,2,1474,2023-04-17,2023,4,107000
41906,Duplex O/S,5,2,2320,2023-04-07,2023,4,145000
41910,Res O/S A & 1/2,4,1,1402,2023-11-08,2023,11,137000
41912,Duplex O/S,4,3,1724,2023-10-30,2023,10,133000
41913,Dplx Bungalow,4,2,1679,2023-01-05,2023,1,187500
41914,Dplx Bungalow,4,2,2182,2023-07-24,2023,7,208000
41915,Res O/S 2sty +,4,1,1376,2023-06-02,2023,6,168000
41916,Milwaukee Bungalow,3,1,1447,2023-04-12,2023,4,200000
41917,Duplex O/S,4,2,1960,2023-12-13,2023,12,189900
41918,Milwaukee Bungalow,3,1,948,2023-06-23,2023,6,135000
41919,Res O/S A & 1/2,3,2,1281,2023-05-15,2023,5,130000
41920,Duplex O/S,3,2,1347,2023-12-14,2023,12,275000
41921,Res O/S A & 1/2,3,2,1519,2023-11-07,2023,11,182000
41922,Duplex O/S,4,2,1848,2023-01-26,2023,1,105000
41923,Duplex-Cottage,5,1,1506,2023-05-10,2023,5,95000
41924,Duplex O/S,5,2,2124,2023-05-17,2023,5,119900
41925,Duplex-Cottage,5,1,2063,2023-12-07,2023,12,134000
41927,Res O/S A & 1/2,3,2,1875,2023-09-28,2023,9,210000
41928,Duplex O/S,5,2,2461,2023-04-26,2023,4,105000
41930,Cottage,2,1,920,2023-10-18,2023,10,84900
41931,Duplex-Cottage,4,2,1847,2023-07-03,2023,7,145000
41932,Cottage,3,1,871,2023-03-03,2023,3,88000
41934,Milwaukee Bungalow,3,1,1132,2023-05-03,2023,5,125000
41936,Res O/S A & 1/2,3,3,1574,2023-06-12,2023,6,166000
41937,Res O/S A & 1/2,4,2,1628,2023-11-10,2023,11,207000
41938,Res O/S A & 1/2,3,1,1034,2023-02-02,2023,2,140000
41939,Milwaukee Bungalow,3,1,1402,2023-10-11,2023,10,150000
41940,Duplex-Cottage,4,2,1426,2023-04-13,2023,4,137500
41941,Res O/S A & 1/2,3,1,1140,2023-07-21,2023,7,260000
41942,Milwaukee Bungalow,3,1,1132,2023-02-21,2023,2,205000
41943,Colonial,4,3,1641,2023-08-11,2023,8,527000
41944,Duplex O/S,4,2,1540,2023-08-18,2023,8,371000
41945,Duplex O/S,3,2,1777,2023-07-31,2023,7,360000
41946,Res O/S 2sty +,4,2,1731,2023-05-30,2023,5,480000
41948,Res O/S A & 1/2,2,1,1007,2023-08-11,2023,8,280000
41949,Duplex O/S,5,2,2288,2023-09-28,2023,9,385000
41950,Milwaukee Bungalow,3,2,1658,2023-05-26,2023,5,450000
41951,Res O/S 2sty +,4,2,1909,2023-03-28,2023,3,452000
41952,Duplex O/S,4,2,2114,2023-03-30,2023,3,390500
41953,Milwaukee Bungalow,3,2,1220,2023-05-30,2023,5,410000
41954,Dplx Bungalow,4,2,2083,2023-10-05,2023,10,375000
41955,Milwaukee Bungalow,2,1,989,2023-09-22,2023,9,205000
41956,Cape Cod,2,1,928,2023-11-15,2023,11,305000
41958,Dplx Bungalow,3,2,1618,2023-04-17,2023,4,315311
41959,Res O/S A & 1/2,3,2,1931,2023-10-26,2023,10,289000
41960,Milwaukee Bungalow,3,2,1572,2023-04-24,2023,4,375000
41961,Res O/S A & 1/2,2,1,873,2023-10-10,2023,10,217000
41962,Dplx Bungalow,4,2,1940,2023-08-08,2023,8,154000
41963,Res O/S A & 1/2,2,2,840,2023-08-28,2023,8,220000
41964,Res O/S A & 1/2,4,2,1482,2023-04-07,2023,4,145000
41965,Milwaukee Bungalow,3,3,1761,2023-10-31,2023,10,235000
41966,Dplx Bungalow,4,2,2027,2023-10-20,2023,10,250000
41967,Ranch,2,1,813,2023-10-27,2023,10,185000
41968,Res O/S A & 1/2,3,2,1221,2023-04-07,2023,4,240000
41969,Milwaukee Bungalow,3,1,1051,2023-07-28,2023,7,155000
41970,Duplex O/S,3,2,2034,2023-09-15,2023,9,335000
41972,Ranch,2,1,748,2023-07-17,2023,7,221901
41973,Duplex O/S,4,2,1855,2023-12-28,2023,12,285000
41974,Dplx Bungalow,3,2,1514,2023-11-15,2023,11,380000
41975,Cottage,2,1,532,2023-08-16,2023,8,253000
41976,Dplx Bungalow,4,2,1782,2023-09-12,2023,9,325000
41981,Milwaukee Bungalow,3,2,1223,2023-08-14,2023,8,396000
41982,Milwaukee Bungalow,2,1,1140,2023-12-11,2023,12,271000
41986,Cape Cod,2,1,758,2023-04-14,2023,4,240000
41987,Cottage,2,1,786,2023-02-28,2023,2,120000
41990,Milwaukee Bungalow,3,1,1429,2022-09-09,2022,9,150000
41991,Duplex O/S,4,2,1972,2022-12-06,2022,12,118000
41992,Dplx Bungalow,4,2,1835,2022-04-12,2022,4,165000
41993,Dplx Bungalow,3,2,1170,2022-11-28,2022,11,85000
41996,Ranch,3,2,970,2022-04-19,2022,4,94000
41997,Milwaukee Bungalow,3,3,1638,2022-04-12,2022,4,170000
41998,Milwaukee Bungalow,2,1,1527,2022-09-07,2022,9,99800
41999,Dplx Bungalow,4,2,1895,2022-11-18,2022,11,127500
42001,Res O/S A & 1/2,3,1,1211,2022-05-02,2022,5,87500
